address,Overview,TokenTracker
0x9556c4b077a7a005e7a93946af20afff2f64fead,Uniswap V2: CINO 4,Uniswap V2 (UNI-V2)
0x6d7b6dad6abed1dfa5eba37a6667ba9dcfd49077,Uniswap V2: VSP 2,Uniswap VSP/ETH LP (UNI-V2)
0x6127cc12b45b7a765d6509e191d23ca97badd8d1,Uniswap V3: wCFG 2,
0x623be472d839be9c3b766f4b38fe3098a405e4e1,Uniswap V2: M8B 3,Uniswap V2 (UNI-V2)
0x483f65300b6cb6f211aab39229d494e59fe24e66,Bancor: Converter 702,
0x1e8f1568b598908785064809ebf5745004ce3962,Uniswap V3: TUSD-USDT,
0x417765e4d7891abae26bf5a08718b2c468da2fa2,Uniswap V2: MXX-USDC,Uniswap V2 (UNI-V2)
0xca7c2771d248dcbe09eabe0ce57a62e18da178c0,,Uniswap ETH/FLOKI LP (UNI-V2)
0x83cfaa49b75e394935ffb9bbd18c045e797d6a35,Uniswap V3: NOIA,
0xa356867fdcea8e71aeaf87805808803806231fdc,DODOEX: V2 Proxy,
0xbc562bf2c1445707e5f8df66dbf8eee60cc49a59,Uniswap V2: AIR 11,Uniswap V2 (UNI-V2)
0x9ea468e0ffc6a6dbfc6c81e81efe15719fd88b67,,ShibaSwap LP Token (SSLP)
0x2ad95483ac838e2884563ad278e933fba96bc242,,SakeSwap LP Token (SLP)
0x66e33d2605c5fb25ebb7cd7528e7997b0afa55e8,Uniswap V2: USDC-DSD 2,Uniswap V2 (UNI-V2)
0xe468ce99444174bd3bbbed09209577d25d1ad673,Zora: Auction House,
0xa7a8edfda2b8bf1e5084e2765811effee21ef918,SushiSwap: WXRP,SushiSwap LP Token (SLP)
0x31503dcb60119a812fee820bb7042752019f2355,SushiSwap: COMP,SushiSwap COMP/ETH LP (SLP)
0x15472352564754f6163a134632a9d7be1240d931,,TUBE2-LP (TUBE2-LP)
0x44dac368b706dab9e31828e9382f74e1eab07eb6,Uniswap V2: ShinobuTama,Uniswap V2 (UNI-V2)
0x96351b805fb389b761c1318b43a7dc0c679bed5e,,Unifi LP (uUNFI)
0x2a529766847129f8cc13cebc6b7dfe89ee49d55c,,ShibaSwap LP Token (SSLP)
0xf1880d81ce7d3b4b0d96ea0665cdb03cb7332c52,Balancer: RLY/ETH 90/10,Balancer Pool Token (BPT)
0x6b9d8ffa0ee0677255297ff9f94d4ebdf74590c6,Uniswap V2: ETGP,Uniswap V2 (UNI-V2)
0x92935f844447abb37b38c4ffcf48d6c4fffd9232,Uniswap V2: HANU,Uniswap V2 (UNI-V2)
0xeb7de56d3e71111f5f6e969b6a2caa7dd56f79e6,Uniswap V3: LATR,
0xecea1bae3bb692510693fac2932c32beb1fa866e,Uniswap V2: LIFT-wPE,Uniswap V2 (UNI-V2)
0x821808a9e5bce37bf7cdb92516da9fab4ea86c5f,SushiSwap: REVV-PROS,SushiSwap LP Token (SLP)
0x4ff7e1e713e30b0d1fb9cd00477cef399ff9d493,Uniswap V3: BUSD 2,
0x5cf235c56418109fb7f0aacca1b75a0a38047ca9,SushiSwap: EFI,SushiSwap LP Token (SLP)
0xa5407eae9ba41422680e2e00537571bcc53efbfd,Curve.fi: sUSD v2 Swap,
0xe93dc496dbc669d7ee4f03b0eb0a10bb13a4b2a4,Uniswap V2: USDC-DUCK,Uniswap V2 (UNI-V2)
0xccc42cf5d6a2f3ed8f948541455950ed6ce14707,Uniswap V3: OS 3,
0xae8b9d75a75a8b7c5cc5deb51fa916ac49147dad,Uniswap V2: DEPO 2,Uniswap V2 (UNI-V2)
0xbc159c4ff09a134ee7d47df92c1be4f3ca136f53,Uniswap V2: VRX 6,Uniswap V2 (UNI-V2)
0x3782a3425cd093d5cd0c5b684be72641e199029c,Uniswap V3: BYTES,
0xf766436b551d2acb09b73d126fd49869541dfa26,Uniswap V3: PKR,
0xcf6daab95c476106eca715d48de4b13287ffdeaa,,ShibaSwap LP Token (SSLP)
0x60594a405d53811d3bc4766596efd80fd545a270,Uniswap V3: DAI 2,
0xb664620eb634401becec51da7691050e2f621248,Uniswap V3: EZX-USDT,
0x1f2bcc260483443a9dd686307bb2809a78400a4f,SushiSwap: ibCHF-USDC,SushiSwap LP Token (SLP)
0xfbacbab693ac536a43f914ed74a88336f7a96c91,Uniswap V3: MEME 5,
0x4833e8b56fc8e8a777fcc5e37cb6035c504c9478,Balancer: ETH/AXIAv3/BAL/SNX/COMP 60/10/10/10/10,Balancer Pool Token (BPT)
0x974bfcc7b25f979950b58ce0cf8d9c621a9c771e,Uniswap V2: KONO 5,Uniswap V2 (UNI-V2)
0xca45030c17924fc1f8a268623f1f473a60abf8eb,Bancor: Converter 673,
0x1033812efec8716bbae0c19e5678698d25e26edf,,Curve.fi Factory USD Metapool: SOR... (XSTUSD3CR...)
0x4f289bfde1e4910d58db64df06dfa817652b7b43,Uniswap V2: SCARD,Uniswap V2 (UNI-V2)
0x40fc83239991fdaaa7ddf68db9fef7bea8498a1a,Uniswap V2: ANONS,Uniswap V2 (UNI-V2)
0xa0cf710f25e413c1e9c76ed6b7953b5d87b324bb,Uniswap V3: USDC-TRU,
0xba470432de1f7cc406137379debb0192284a3031,Uniswap V2: MGCHI,Uniswap V2 (UNI-V2)
0xf1ee7348e45ef0e838c705c2eece6d414d4aab3f,Uniswap V2: DDX-USDC,Uniswap V2 (UNI-V2)
0xd300c31a23c2300c601a44da8e3df36c4e1b78c5,,TUBE2-LP (TUBE2-LP)
0xa0dbcd82fb6254e8e83f4da2c27fb8b959153557,Uniswap V2: AsukaInu,Uniswap V2 (UNI-V2)
0x2e2724d3cfa5a9fc0f3419cf83a3e037e832964d,,Vulcan V2 (Vulcan-V2)
0x18a5c094d811e1ef9116fa0bbc5cd23a70cfcddd,Uniswap V2: ALBT-OCEAN,Uniswap V2 (UNI-V2)
0x577959c519c24ee6add28ad96d3531bc6878ba34,SushiSwap: POOL,SushiSwap POOL/ETH LP (SLP)
0x6fcc7db7acbc3e9dde3ee7d96cb61fc9c0ca17a7,Uniswap V2: SPO 2,Uniswap V2 (UNI-V2)
0x2cd2d275cdb237e696c60419109fac5f331484e1,Uniswap V2: CGT,Uniswap V2 (UNI-V2)
0xfc57bb839b3c35650f0383a0b15541ffe99e5652,Bancor: Converter 583,
0xcd4352cedb070c2bc03e1497f05285deb24f9176,Uniswap V2: SPICE 6,Uniswap V2 (UNI-V2)
0x6a928d733606943559556f7eb22057c1964ce56a,Uniswap V2: UBXT 7,Uniswap V2 (UNI-V2)
0x132eeb05d5cb6829bd34f552cde0b6b708ef5014,SushiSwap: VSP,SushiSwap VSP/ETH LP (SLP)
0xf482fce04ef6f29ad56e46fef2de038c42126e2e,Uniswap V3: DAI-AVINOC,
0xc2e9f25be6257c210d7adf0d4cd6e3e881ba25f8,Uniswap V3: DAI,
0xb8207f870ce0083334675b2efca8e3ba7cad68de,Uniswap V2: wSIENNA 4,Uniswap V2 (UNI-V2)
0x23ddd3e3692d1861ed57ede224608875809e127f,Near: Rainbow Bridge,
0x50f8e989ec40a5719a494007a65c0c8e446e841f,SushiSwap: COR,SushiSwap LP Token (SLP)
0xdceb026bdbeabef09b823de8cb76aacb899cf576,Uniswap V3: EL,
0x92995d179a5528334356cb4dc5c6cbb1c068696c,Uniswap V3: USDC-UST,
0x420cf323d2c19ed37b3a24093fd29da3733e7e58,Uniswap V2: SHIBAKEN,Uniswap V2 (UNI-V2)
0xa029a744b4e44e22f68a1bb9a848caafbf6bb233,,WSwap (WSS)
0xc60604a8e104940cf28f4fd9af8abb06dc50b812,Uniswap V3: ETHM 2,
0x2b9f8fe8ffc437a9008bb3097066f02b0a1c52ec,Uniswap V2: REQ-USDT,Uniswap REQ/USDT LP (UNI-V2)
0x890f4e345b1daed0367a877a1612f86a1f86985f,Curve.fi: UST MetaPool,
0x18d96b617a3e5c42a2ada4bc5d1b48e223f17d0d,Uniswap V3: USDC-UST 5,
0xefc19ba107bf1ce57a7ab5dea228fffb899abeb0,Uniswap V3: DIP,
0xd18f9db4fdc0b03a324a8e581b642c291a957dd3,Uniswap V2: SHIBGEKI 2,Uniswap V2 (UNI-V2)
0x68a5ff743041e533034071b2a0f34d771b13352a,Uniswap V2: BURP 4,Uniswap V2 (UNI-V2)
0xf169cea51eb51774cf107c88309717dda20be167,SushiSwap: CREAM,SushiSwap CREAM/ETH LP (SLP)
0xdcec563a15b0de0fdfc19c97d5ee18a5570fed7f,Uniswap V2: GUILD-USDC,Uniswap V2 (UNI-V2)
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,SushiSwap: Router,
0xf892f5671ffd78a58274c1d69e367e8e1a1a17f8,Uniswap V2: DAI-alUSD,Uniswap V2 (UNI-V2)
0xfbc24cd5dea5570f1d65022009f7ad9f7d3f8ade,,WSwap (WSS)
0x4b05af0cec31c2b536556db22f3c1735dfbedad1,Uniswap V2: ENGOS,Uniswap V2 (UNI-V2)
0xed279fdd11ca84beef15af5d39bb4d4bee23f0ca,,Curve.fi Factory USD Metapool: Liq... (LUSD3CRV-f)
0x6d199169e2b647463024562021e5ba0407b8bfcd,Uniswap V2: GORZAN,Uniswap V2 (UNI-V2)
0x11b1f53204d03e5529f09eb3091939e4fd8c9cf3,Uniswap V2: MANA,Uniswap MANA/ETH LP (UNI-V2)
0xd1917932a7db6af687b523d5db5d7f5c2734763f,Bulksender.app,
0x8cf58021ca35fe940b519687a80b929f5e813bd6,SushiSwap: SPC-USDC,SushiSwap LP Token (SLP)
0x1cf68bbc2b6d3c6cfe1bd3590cf0e10b06a05f17,Kyber: DMM WBTC-ETH,KyberDMM LP WBTC-WETH (DMM-LP WB...)
0x18aba11dbfc39af080f7bac499bd0e1dc3579ce9,SushiSwap: STZ-GMEE,SushiSwap LP Token (SLP)
0xcbd66ade7d28be0381bd681ab14676deaec99c8d,,OrionPool V2 (UNI-V2)
0xfd250955ce777cfd672ef3163238175e360ba8c2,,ShibaSwap LP Token (SSLP)
0x5ba42facdbc4aeae6befcc567fd62e9242fc69ad,Bancor: Converter 549,
0xb767c20d9773adce84d0f0a5bc64e2f114ad3076,Uniswap V2: wOMI,Uniswap V2 (UNI-V2)
0x7c3b1297ac649b36547b913de50919acb45a250c,Uniswap V3: DATA 2,
0xc4a8c243d8cf7891d6282bb293e7a0aa4ef1ae51,Uniswap V2: RAIN 5,Uniswap V2 (UNI-V2)
0x117d4288b3635021a3d612fe05a3cbf5c717fef2,SushiSwap: SRM,SushiSwap SRM/ETH LP (SLP)
0xc7b7dac697b03e11e4af085d927f0c9b24b3f27d,Uniswap V2: ACYC,Uniswap V2 (UNI-V2)
0xd75d1b30967d94b105f82f572ae7591cc3c48beb,Uniswap V2: CLS-USDC,Uniswap V2 (UNI-V2)
0xa704450357c156386726215ea521bec3f34b9651,Uniswap V3: GLQ 2,
0x3c647b36e30f4be590dcea349a0ecf8c259660af,,OpenOcean LPs (OpenOcean...)
0x4fc16de11deac71e8b2db539d82d93be4b486892,Optics: ERC-20 Bridge,
0x611cde65dea90918c0078ac0400a72b0d25b9bb1,SushiSwap: REN,SushiSwap REN/ETH LP (SLP)
0xcccd215ec03a8ebfa24f82bd0cab56178a18bf18,Bancor: Converter 664,
0x93268722e643df5e4099bd685c972cd667968e89,Uniswap V2: SCIFI 5,Uniswap V2 (UNI-V2)
0x8bd78ad73ee85dfc1395a0ce3e90ef061ae6017c,Uniswap V2: ISLA 2,Uniswap V2 (UNI-V2)
0x77aec67096a075b0127bc2fa260d878f4f30b53b,Uniswap V2: SKELZ 2,Uniswap V2 (UNI-V2)
0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,Compound: cCOMP Token,Compound Collateral (cCOMP)
0x3bf94529f40c7cabe0151c0e10c14a8b9a57b297,Uniswap V2: USDC-GENI,Uniswap V2 (UNI-V2)
0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,Set: DeFiPulse Index,DefiPulse Index (DPI)
0xec8c342bc3e07f05b9a782bc34e7f04fb9b44502,SushiSwap: FRAX,SushiSwap FRAX/ETH LP (SLP)
0x75507bab932fc47531bf1654f243c088a3fa1f69,SushiSwap: NST,SushiSwap LP Token (SLP)
0x2f8ac927aa94293461c75406e90ec0ccfb2748d9,SushiSwap: MLN,SushiSwap ETH/MLN LP (SLP)
0xf7ac1f571856d7dbfbb56728c48823a2a19e4326,SushiSwap: CLNY-USDC,SushiSwap LP Token (SLP)
0xed6c2f053af48cba6cbc0958124671376f01a903,Uniswap V2: ALD 3,Uniswap V2 (UNI-V2)
0x2e03677a64cfd8ef9510e11855581cb22f2acade,Uniswap V2: ZEE 6,Uniswap V2 (UNI-V2)
0x54bd274df4ce14eae12974e82b63f7c192fd36de,Uniswap V3: AUTUMN,
0x5aac14ca709846c709f746350ca1f739462027a3,Uniswap V3: NII 2,
0xd6c783b257e662ca949b441a4fcb08a53fc49914,Uniswap V2: IQ-FRAX,Uniswap V2 (UNI-V2)
0xcba27c8e7115b4eb50aa14999bc0866674a96ecb,Uniswap V3: INST,
0x789acdfd5c9449e8ec8f877f3c2642aa90b44ab2,Uniswap V2: $NKLD,Uniswap V2 (UNI-V2)
0xd860d2685b875ae34594caa3c44bc92231ee69d0,Uniswap V2: WOLVERINU 2,Uniswap V2 (UNI-V2)
0x5777d92f208679db4b9778590fa3cab3ac9e2168,Uniswap V3: DAI-USDC 4,
0xa415e9e13820cb373e40b6994d8a10e97356f917,Leven Project Network: LEVEN Token,Leven Token (LEVEN)
0x97e7d56a0408570ba1a7852de36350f7713906ec,Uniswap V3: DAI-FRAX,
0xa9477fec87992d3f14a676da94467a9359faeb25,Uniswap V2: miniSHIB 5,Uniswap V2 (UNI-V2)
0xc3eb65c18902357f0c3577ced27b1fa914cd0e57,Balancer: NMR/ETH 80/20 #2,Balancer Pool Token (BPT)
0xcdb0bacd8dc32c45dce0f97536646cd40835fd93,Uniswap V3: ATRI 2,
0x5b3b92f1829a4c2d71a504e639fdbd371834b588,Uniswap V2: KATSUMI 3,Uniswap V2 (UNI-V2)
0x779dac1f4df345acb6ee814afda755f1693770cb,Uniswap V2: STILTON,Uniswap V2 (UNI-V2)
0x44c01e5e4216f3162538914d9c7f5e6a0d87820e,,Staked Merit Circle Uniswap LP (SMCUNILP)
0xbcdb9c58973b3d9b6b02282524dfc8ce63619696,Uniswap V3: MDX,
0xec6a6b7db761a5c9910ba8fcab98116d384b1b85,Uniswap V2: TRU,Uniswap TRU/ETH LP (UNI-V2)
0xe4fabdb6b1658aa39146d8017c0266f8fb0f1f1e,Uniswap V2: DENA,Uniswap V2 (UNI-V2)
0x90bbbdacc106f91cd8e00b158a70ca7382bce8d6,Uniswap V2: MeM 7,Uniswap V2 (UNI-V2)
0x1a1fe6f955b6567a75dddec526320a4a1a214fa9,Uniswap V2: ARCONA,Uniswap ARCONA/ETH LP (UNI-V2)
0xcc323557c71c0d1d20a1861dc69c06c5f3cc9624,,Ribbon yvUSDC Theta Vault ETH Put (ryvUSDC-E...)
0xd29f81681fae28621068fb659fb2fc643e2f5765,Uniswap V2: THUNDER 7,Uniswap V2 (UNI-V2)
0x70885952f174fb5396deebb66ce3b4b2adfcef8a,Uniswap V3: STOS-USDT,
0xd33526068d116ce69f19a9ee46f0bd304f21a51f,Rocket Pool: RPL Token,Rocket Pool (RPL)
0x3be9207f5a70aca8ff1557336d3ac153f797a6ac,Uniswap V2: SHINJI 4,Uniswap V2 (UNI-V2)
0xc40688963fa9abf16d6119192b1493a733fd25b4,Uniswap V3: FOUR,
0xde0c1dc7f2b67705cca50039418715f9c7f8d53b,SushiSwap: LEVX,SushiSwap LP Token (SLP)
0x2860b0dafa49adcf45d857eb5e6c353a9a4b6626,Uniswap V3: APW,
0x337512f50dd7e1c4b1c9826d5062cda9a0d0ed17,Uniswap V2: BRO 7,Uniswap V2 (UNI-V2)
0xd65e975c7d0d5871eff8b079120e43c9f377ada1,Uniswap V2: YOP 10,Uniswap YOP/ETH LP (UNI-V2)
0xddf8390ced9fad414b1ca1dd4fe14f881c2cfa70,Uniswap V2: NTVRK 2,Uniswap V2 (UNI-V2)
0x96b0837489d046a4f5aa9ac2fc9e086bd14bac1e,Uniswap V3: RND 2,
0xf00e80f0de9aea0b33aa229a4014572777e422ee,Uniswap V2: UNI-DAI,Uniswap UNI/DAI LP (UNI-V2)
0xc1969d3deee81206e43e95b26b98da3d08940055,Uniswap V2: TRAVA 2,Uniswap V2 (UNI-V2)
0xa66cdad5facbcbf74d9b60dcc8034c2a485e63ff,Uniswap V2: RVF 7,Uniswap V2 (UNI-V2)
0xd045110c466ccb2e57eb426baae7ce869458f173,Uniswap V2: SHR,Uniswap V2 (UNI-V2)
0xd583d0824ed78767e0e35b9bf7a636c81c665aa8,Uniswap V2: LYXe,Uniswap V2 (UNI-V2)
0x87b1d1b59725209879cc5c5adeb99d8bc9eccf12,Uniswap V3: CRO,
0x65a3209f9e962858b51edf3a54ad18af67e57962,Uniswap V2: GAS 5,Uniswap GAS/ETH LP (UNI-V2)
0xc0793782d11dd9bf7b3a7a5a74614f1debe1da2e,Uniswap V3: POW,
0xcf50b810e57ac33b91dcf525c6ddd9881b139332,Convex Finance: CVX Rewards,
0x620cd19eae24fb8a02df908bb71b81b6e3aa1ccc,Uniswap V3: cvxCRV-CRV,
0x93f267fd92b432bebf4da4e13b8615bb8eb2095c,Uniswap V3: GUSD-USDC,
0x54d0975f8667a5527e07a30d00da6832886c8fdb,Uniswap V3: MIM-UST,
0x9b0d4323c32b5d9a87409b435adf7e23cc5f835c,Uniswap V2: PULSE-USDT,Uniswap V2 (UNI-V2)
0x6f81427d641f865a3a4050ec220474b65599d543,SushiSwap: TOWER-REVV,SushiSwap LP Token (SLP)
0xb87f05a56b1d61887a7e00bba7ce4879174b9c26,Uniswap V2: SALT-USDC,Uniswap SALT/USDC LP (UNI-V2)
0xa2f42022fa2025f7d9f128ed606e14e7f30eafcd,,Safeswap V1 (SFT-V1)
0x29acdcc34b4568317d67b620078e50c167536b84,Uniswap V2: SINU 43,Uniswap V2 (UNI-V2)
0x8ac6b719c304c3686bd939f42a4711f944c4cdac,Uniswap V2: KNIGHT 4,Uniswap V2 (UNI-V2)
0x2dd35b4da6534230ff53048f7477f17f7f4e7a70,Uniswap V3: SYN,
0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,Uniswap V2: MAGIC 11,Uniswap V2 (UNI-V2)
0x566202298bcd77e86e64c37f507c22c76357ec24,Uniswap V3: GBYTE-USDT,
0x7d488f137e702859d2add8db732e0494af7ca178,Uniswap V2: KISHUTAMA 2,Uniswap V2 (UNI-V2)
0x8a5d5864ccca335ec997bdf42dbd32ccec0b1d5e,Uniswap V2: TUSD-QRX,Uniswap V2 (UNI-V2)
0x7585d62f7a00cfb3870fe0a563002006af189e0f,Uniswap V2: USDT-RBIS,Uniswap V2 (UNI-V2)
0x33906431e44553411b8668543ffc20aaa24f75f9,Uniswap V2: CHAIN 9,Uniswap V2 (UNI-V2)
0x51bf9908dac4a283d017edc071d954ec3a4b1376,Uniswap V2: USDC-NRGY,Uniswap V2 (UNI-V2)
0x6ae34e9cabaad597516c512a21c107e8701e2f33,Uniswap V3: eRSDL 2,
0xf784ce42e5d95a9f047bb6dec0d20729a30ceb77,Uniswap V3: GLCH,
0x32d9259e6792b2150fd50395d971864647fa27b2,Uniswap V3: RSR 3,
0x7379e81228514a1d2a6cf7559203998e20598346,Uniswap V3: sETH2,
0x9816f26f43c4c02df0daae1a0ba6a4dcd30b8ab7,Uniswap V2: M2-wPE,Uniswap V2 (UNI-V2)
0x396ff45b933117809068b1e66529f5e226551b1b,Uniswap V2: eArena,Uniswap V2 (UNI-V2)
0xb129374d1e6b47eccfef1464f51ae209183a4e13,,YouSwap LP Token (ULP)
0xbe71372995e8e920e4e72a29a51463677a302e8d,SushiSwap: DFX,SushiSwap LP Token (SLP)
0x8486c538dcbd6a707c5b3f730b6413286fe8c854,SushiSwap: PERP,SushiSwap PERP/ETH LP (SLP)
0x85cc4d57124d06282620b266be61c6be83065473,Bancor: Converter 594,
0x9909d09656fce21d1904f662b99382b887a9c5da,,CRO Defi Swap (CRO-SWAP)
0x11581582aa816c8293e67c726af49fc2c8b98c6e,,Cozy-USDC-3-Yearn V2 Curve USDN Tr... (Cozy-USDC...)
0x166b5fd1d06c65689f0867807962e0059598db9f,Uniswap V3: RPC,
0xdc98556ce24f007a5ef6dc1ce96322d65832a819,Uniswap V2: PICKLE 2,Uniswap PICKLE/ETH LP (UNI-V2)
0x7c6fd8bf8a8064a7a336724872bced5d7ee911a9,Uniswap V2: RIOT 2,Uniswap V2 (UNI-V2)
0xc66ce0de9fd74e6ce40b6b8a9e86103ec56e45ed,Uniswap V2: KST 3,Uniswap V2 (UNI-V2)
0x3a8afc58b70b34a0a5615d3a5ffe623ca1fa92b8,Uniswap V2: NU 7,Uniswap V2 (UNI-V2)
0x337d0e140f0a5ba5392ffeece275c8c58ab3b1b8,Uniswap V2: PN 3,Uniswap V2 (UNI-V2)
0x24e2adf50c49633039757ab08bff489b7c5bd6b2,SushiSwap: RARE,SushiSwap RARE/ETH LP (SLP)
0x5cb622c21ae335e7baaea7638ce097b3d172b827,Uniswap V2: STONK 2,Uniswap V2 (UNI-V2)
0xf3ad3821a0036fd9caec0a4cf5d31515fad03f00,Balancer: AKRO/USDC 70/30 #4,Balancer Pool Token (BPT)
0xba8080b0b09181e09bca0612b22b9475d8171055,Uniswap V3: WBNB,
0xa65aafdb81de45ed9fb188b942ecac3ca5f1a23a,SushiSwap: XYZ,SushiSwap LP Token (SLP)
0xed49728e65246d81fa65f832fd5197467abbbc40,Uniswap V3: STOS,
0x61fd4666849f68a14ca3af8dc4afe3e6da0e8179,Uniswap V2: BRUNO,Uniswap V2 (UNI-V2)
0xd90a1ba0cbaaaabfdc6c814cdf1611306a26e1f8,Uniswap V2: SWAP 6,Uniswap V2 (UNI-V2)
0xdadf443c086f9d3c556ebc57c398a852f6a02898,Uniswap V2: DOS 2,Uniswap DOS/ETH LP (UNI-V2)
0x8a46eb07ed7c3d6f883990d32aad0f8231901a64,Uniswap V2: USDC-RCN,Uniswap USDC/RCN LP (UNI-V2)
0x3440559f2b7ceefb98f9fd7718adce4f6082e8ae,Uniswap V2: DAI-BBIT,Uniswap V2 (UNI-V2)
0x5ae205303c7d3254ef536d4f535fafc47e3b957f,Uniswap V2: APE 18,Uniswap V2 (UNI-V2)
0xfe903a12359496b932e24c5e9b78f1b9060a6342,Uniswap V2: PKF 5,Uniswap PKF/ETH LP (UNI-V2)
0x3bf1b837ccc1f62114a3e74ced4fcfb121d7e52a,Uniswap V2: Coval,Uniswap V2 (UNI-V2)
0x7bce6b71fa0d89deaaaafbcc1d4c9d31ed0114b3,Uniswap V3: CWS 2,
0xc76225124f3caab07f609b1d147a31de43926cd6,Uniswap V2: SFI 18,Uniswap SFI/ETH LP (UNI-V2)
0x8fccb8f38295fd65bc8b6c99590ed4f5eaba56b2,Uniswap V2: CWAP,Uniswap V2 (UNI-V2)
0x168629bb4183d41ffee01904353685d3efe1523b,Uniswap V2: BEAR 16,Uniswap V2 (UNI-V2)
0x8f26d7bab7a73309141a291525c965ecdea7bf42,,Shells (SHL)
0xa4943bd883c2d838dcb68c34fc52c59fd77aad19,Uniswap V2: DAI-WHYD,Uniswap V2 (UNI-V2)
0xaa298a459ca6dc7c4b11b4ac09d82e6270a3b234,Uniswap V2: CHIRO 4,Uniswap V2 (UNI-V2)
0xb5bd39fc0c57d902271ba6c5cd89c1510a37c0dd,Uniswap V2: POLC 2,Uniswap V2 (UNI-V2)
0x3d71021345aed9ffab1efd805e58aec9c857d525,Uniswap V3: SHIBA2-USDT,
0x75efd92ff443c3d3342eaa64dd32be387f5ef328,Uniswap V2: CHUBBIES20,Uniswap V2 (UNI-V2)
0xe12af1218b4e9272e9628d7c7dc6354d137d024e,SushiSwap: BIT,SushiSwap BIT/ETH LP (SLP)
0x10085e4a6e32c12d07b238ad1ab4408291939343,,Maximus Token (MAXI)
0x8f6bcb61836f43cfdb7de46e2244d363d90527ef,Uniswap V2: FMTA 3,Uniswap V2 (UNI-V2)
0xe7396f3210e93ba146468babf081141511ce2ef3,Uniswap V2: SHIBURAI 3,Uniswap V2 (UNI-V2)
0xbe19c32b4cd202407e8eeb73e4e2949438461ae3,Uniswap V2: GALA 2,Uniswap GALA/ETH LP (UNI-V2)
0x60031819a16266d896268cfea5d5be0b6c2b5d75,Uniswap V2: VRA 2,Uniswap V2 (UNI-V2)
0xfceaaf9792139bf714a694f868a215493461446d,SushiSwap: TRU,SushiSwap TRU/ETH LP (SLP)
0xc50ef7861153c51d383d9a7d48e6c9467fb90c38,Uniswap V2: UST-USDT,Uniswap UST/USDT LP (UNI-V2)
0x6591c4bcd6d7a1eb4e537da8b78676c1576ba244,Uniswap V2: BOND-USDC,Uniswap BOND/USDC LP (UNI-V2)
0xb386c1d831eed803f5e8f274a59c91c4c22eeac0,Uniswap V3: FLOOR 2,
0xf7a7805b5374db16efe6d6b09e2743675c2e2341,Uniswap V2: MCM 5,Uniswap V2 (UNI-V2)
0x1f91969bce00d7bd2939fbb9cdaf96d9b50fac61,Uniswap V3: MASK-USDC,
0x655d09ce2b0c7a040804e8cce1e13b92545412f6,Uniswap V2: FRANK 3,Uniswap V2 (UNI-V2)
0x5e169082fff23cee6766062b96051a78c543127d,Impermax: Router,
0x9571f4d212e5250479a26bcf188456fcab272f46,Uniswap V2: MAMASAITAMA 2,Uniswap V2 (UNI-V2)
0x4f6a43ad7cba042606decaca730d4ce0a57ac62e,Saddle.finance: BTC Pool Swap,
0x63d50dfb6b64ee7bec77d118131c93784a959a68,Uniswap V2: KUNU,Uniswap V2 (UNI-V2)
0x48598ff1cee7b4d31f8f9050c2bbae98e17e6b17,Uniswap V3: JBX,
0xb43542e6b7c209f7da4b579792f67a1844546ce8,Uniswap V2: TIDAL-USDC,Uniswap TIDAL/USDC LP (UNI-V2)
0xd94da525794268e89725d04ed897ed00917a7553,Uniswap V2: TheCitadel,Uniswap V2 (UNI-V2)
0xf9a0483b7ace75319cb78c0f1c69a04d581f3d1a,SushiSwap: stkXPRT,SushiSwap LP Token (SLP)
0x61d06f153b5323c9f13c2d3fe63d917514ff1915,Uniswap V3: oSQTH 4,
0xf5ce0293c24fd0990e0a5758e53f66a36ca0118f,Uniswap V3: SNX 2,
0xbfb6f7532d2db0fe4d83abb001c5c2b0842af4db,,FeiRari FEI-3Crv Metampool Fuse (fFEI-3Crv...)
0xceff51756c56ceffca006cd410b03ffc46dd3a58,SushiSwap: WBTC,SushiSwap WBTC/ETH LP (SLP)
0x87da823b6fc8eb8575a235a824690fda94674c88,Uniswap V2: MIR-UST,Uniswap MIR/UST LP (UNI-V2)
0xdd2c4c70d7d6d1737035079d19cbcb548f775123,Uniswap V2: GENI,Uniswap V2 (UNI-V2)
0x8651cc8ef61e13896c060643d778e5ade55d4115,Uniswap V2: PLE 15,Uniswap V2 (UNI-V2)
0x1ad96c413367ebb4f9c8961a751cf144c9278592,Uniswap V3: USDC-GTC,
0x1f5eaa3c3cdcb4a8bf1a0d582100c5fb62d188e4,Uniswap V2: SHUNAV2,Uniswap V2 (UNI-V2)
0xb3d994978d2bc50d2ce74c45fcd923e7c9c06730,Uniswap V2: NTX,Uniswap V2 (UNI-V2)
0xdfa42ba0130425b21a1568507b084cc246fb0c8f,Uniswap V2: USDC-GRT,Uniswap USDC/GRT LP (UNI-V2)
0x383bc55d62125642452ac613a16586ec37f8c177,SushiSwap: OG,SushiSwap LP Token (SLP)
0xde0999ee4e4bea6fecb03bf4ebef2626942ec6f5,Balancer: ANT/USDC 80/20 #4,Balancer Pool Token (BPT)
0x8be08ac723ea6264c99d7ae751667ec914ce0e91,Uniswap V3: ZENIQ-USDC,
